,sentence,Mot,Label
1311,132,dyspnea,B-Condition
1312,132,after,O
1313,132,revascularization,B-Procedure
1314,132,),O
1315,133,Uncontrolled,O
1316,133,ventricular,B-Condition
1317,133,arrhythmia,I-Condition
1318,134,History,O
1319,134,of,O
1320,134,malignancy,B-Condition
1321,134,with,O
1322,134,chemotherapy,B-Procedure
1323,135,Serious,O
1324,135,hematologic,B-Condition
1325,135,disease,I-Condition
1326,135,(,O
1327,135,e.g.,O
1328,135,CML,B-Condition
1329,135,",",O
1330,135,MDS,B-Condition
1331,135,),O
1332,136,Current,O
1333,136,infectious,B-Condition
1334,136,disease,I-Condition
1335,136,needs,O
1336,136,antibiotics,B-Drug
1337,136,therapy,O
1338,137,Creatinine,O
1339,137,level,O
1340,137,>,O
1341,137,1.5,O
1342,137,mg,O
1343,137,/,O
1344,137,dL,O
1345,137,or,O
1346,137,dependence,O
1347,137,on,O
1348,137,dialysis,B-Procedure
1349,138,Other,O
1350,138,severe,O
1351,138,concurrent,O
1352,138,illness,B-Condition
1353,138,(,O
1354,138,e.g.,O
1355,138,active,B-Condition
1356,138,infection,I-Condition
1357,138,",",O
1358,138,malignancy,B-Condition
1359,138,),O
1360,138,.,O
1361,139,Life,O
1362,139,expectancy,I-Observation
1363,139,of,O
1364,139,less,O
1365,139,than,O
1366,139,one,O
1367,139,year,O
1368,140,Pregnancy,O
1369,140,or,O
1370,140,women,O
1371,140,with,O
1372,140,potential,O
1373,140,childbearing,O
1374,141,Type,B-Condition
1375,141,I,I-Condition
1376,141,DM,I-Condition
1377,142,Treatment,O
1378,142,with,O
1379,142,insulin,B-Drug
1380,143,History,O
1381,143,of,O
1382,143,pancreatitis,B-Condition
1383,144,Who,O
1384,144,can,O
1385,144,not,O
1386,144,read,O
1387,144,the,O
1388,144,informed,O
1389,144,consent,O
1390,144,form,O
1391,144,(,O
1392,144,e.g.,O
1393,144,illiteracy,O
1394,144,",",O
1395,144,foreigner,O
1396,144,),O
1397,145,Non,B-Condition
1398,145,-,I-Condition
1399,145,ST,I-Condition
1400,145,segement,I-Condition
1401,145,elevation,I-Condition
1402,145,acute,B-Condition
1403,145,coronary,I-Condition
1404,145,syndrome,I-Condition
1405,146,Receipt,O
1406,146,of,O
1407,146,DTaP,B-Drug
1408,146,",",O
1409,146,IPV,B-Drug
1410,146,",",O
1411,146,PCV13,B-Drug
1412,146,",",O
1413,146,or,O
1414,146,Hib,B-Drug
1415,146,prior,O
1416,146,to,O
1417,146,enrollment,O
1418,146,.,O
1419,146,Previous,O
1420,146,administration,O
1421,146,of,O
1422,146,the,O
1423,146,first,O
1424,146,dose,O
1425,146,of,O
1426,146,HBV,O
1427,146,is,O
1428,146,permitted,O
1429,147,Anticipated,B-Mood
1430,147,receipt,I-Mood
1431,147,of,O
1432,147,any,O
1433,147,vaccine,O
1434,147,other,O
1435,147,than,O
1436,147,DTaP,B-Drug
1437,147,",",O
1438,147,IPV,B-Drug
1439,147,",",O
1440,147,HBV,B-Drug
1441,147,",",O
1442,147,PCV13,B-Drug
1443,147,",",O
1444,147,or,O
1445,147,Hib,B-Drug
1446,147,during,O
1447,147,the,O
1448,147,first,O
1449,147,60,O
1450,147,hours,O
1451,147,after,O
1452,147,randomization,O
1453,148,History,O
1454,148,of,O
1455,148,a,O
1456,148,severe,O
1457,148,allergic,B-Condition
1458,148,reaction,I-Condition
1459,148,(,O
1460,148,e.g.,O
1461,148,anaphylaxis,B-Condition
1462,148,),O
1463,148,to,O
1464,148,a,O
1465,148,previous,O
1466,148,dose,O
1467,148,of,O
1468,148,any,O
1469,148,hepatitis,B-Drug
1470,148,B,I-Drug
1471,148,vaccine,I-Drug
1472,149,History,O
1473,149,of,O
1474,149,a,O
1475,149,severe,O
1476,149,allergic,B-Condition
1477,149,reaction,I-Condition
1478,149,(,O
1479,149,e.g.,O
1480,149,anaphylaxis,B-Condition
1481,149,),O
1482,149,to,O
1483,149,any,O
1484,149,component,B-Drug
1485,149,of,I-Drug
1486,149,the,I-Drug
1487,149,vaccines,I-Drug
1488,149,used,I-Drug
1489,149,in,I-Drug
1490,149,the,I-Drug
1491,149,study,I-Drug
1492,149,including,O
1493,149,neomycin,B-Drug
1494,149,",",O
1495,149,yeast,B-Drug
1496,149,and,O
1497,149,polymyxin,B-Drug
1498,149,B,I-Drug
1499,150,History,B-Observation
1500,150,of,O
1501,150,latex,B-Drug
1502,150,allergy,B-Condition
1503,151,History,B-Observation
1504,151,of,O
1505,151,unstable,O
1506,151,progressive,B-Condition
1507,151,neurologic,I-Condition
1508,151,disorder,I-Condition
1509,151,of,O
1510,151,unknown,O
1511,151,cause,O
1512,152,Known,B-Condition
1513,152,cause,I-Condition
1514,152,of,I-Condition
1515,152,apnea,I-Condition
1516,152,other,O
1517,152,than,O
1518,152,apnea,B-Condition
1519,152,of,I-Condition
1520,152,prematurity,I-Condition
1521,153,Cyanotic,B-Condition
1522,153,heart,I-Condition
1523,153,disease,I-Condition
1524,153,(,O
1525,153,congenital,O
1526,153,or,O
1527,153,acquired,O
1528,153,),O
1529,154,Child,O
1530,154,or,O
1531,154,parent,O
1532,154,/,O
1533,154,LAR,O
1534,154,is,O
1535,154,an,O
1536,154,immediate,O
1537,154,relative,O
1538,154,of,O
1539,154,study,O
1540,154,staff,O
1541,154,or,O
1542,154,an,O
1543,154,employee,O
1544,154,who,O
1545,154,is,O
1546,154,supervised,O
1547,154,by,O
1548,154,study,O
1549,154,staff,O
1550,154,.,O
1551,155,Any,O
1552,155,condition,O
1553,155,that,O
1554,155,would,O
1555,155,",",O
1556,155,in,O
1557,155,the,O
1558,155,opinion,O
1559,155,of,O
1560,155,the,O
1561,155,site,O
1562,155,investigator,O
1563,155,",",O
1564,155,place,O
1565,155,the,O
1566,155,participant,O
1567,155,at,O
1568,155,an,O
1569,155,unacceptable,O
1570,155,risk,O
1571,155,of,O
1572,155,injury,O
1573,155,or,O
1574,155,render,O
1575,155,the,O
1576,155,participant,O
1577,155,unable,O
1578,155,to,O
1579,155,meet,O
1580,155,the,O
1581,155,requirements,O
1582,155,of,O
1583,155,the,O
1584,155,protocol,O
1585,156,=,O
1586,156,32,O
1587,156,weeks,O
1588,156,gestational,O
1589,156,age,O
1590,156,at,O
1591,156,birth,O
1592,157,=,O
1593,157,6,O
1594,157,weeks,O
1595,157,postnatal,O
1596,157,age,O
1597,157,at,O
1598,157,randomization,O
1599,158,Remains,O
1600,158,hospitalized,B-Observation
1601,158,after,O
1602,158,birth,O
1603,158,(,O
1604,158,has,O
1605,158,never,O
1606,158,been,O
1607,158,discharged,O
1608,158,home,O
1609,158,),O
1610,159,Treating,O
1611,159,clinician,O
1612,159,deems,O
1613,159,infant,O
1614,159,eligible,B-Mood
1615,159,to,O
1616,159,receive,O
1617,159,2,B-Drug
1618,159,-,I-Drug
1619,159,month,I-Drug
1620,159,vaccines,I-Drug
1621,160,English-,O
1622,160,or,O
1623,160,Spanish,O
1624,160,-,O
1625,160,speaking,O
1626,160,parent(s)/legally,O
1627,160,authorized,O
1628,160,representative(s,O
1629,160,),O
1630,160,(,O
1631,160,LAR(s,O
1632,160,),O
1633,160,),O
1634,161,Not,O
1635,161,planned,B-Mood
1636,161,for,O
1637,161,discharge,B-Procedure
1638,161,within,O
1639,161,60,O
1640,161,hours,O
1641,161,of,O
1642,161,study,O
1643,161,entry,O
1644,162,The,O
1645,162,parent,O
1646,162,/,O
1647,162,guardian,O
1648,162,must,O
1649,162,be,O
1650,162,willing,O
1651,162,and,O
1652,162,capable,O
1653,162,of,O
1654,162,providing,O
1655,162,permission,O
1656,162,for,O
1657,162,their,O
1658,162,child,O
1659,162,to,O
1660,162,participate,O
1661,162,through,O
1662,162,the,O
1663,162,written,O
1664,162,informed,O
1665,162,consent,O
1666,162,process,O
1667,163,Glaucoma,B-Condition
1668,163,",",O
1669,164,Ocular,B-Condition
1670,164,allergy,I-Condition
1671,165,Autoimmune,B-Condition
1672,165,disease,I-Condition
1673,166,Contact,B-Observation
1674,166,lens,I-Observation
1675,166,-,I-Observation
1676,166,wear,I-Observation
1677,166,during,O
1678,166,study,O
1679,167,Current,O
1680,167,punctal,B-Condition
1681,167,plugging,I-Condition
1682,168,Pregnant,B-Condition
1683,168,/,O
1684,168,lactating,B-Condition
1685,169,Candidate,B-Mood
1686,169,for,I-Mood
1687,169,topical,B-Drug
1688,169,anti,I-Drug
1689,169,-,I-Drug
1690,169,inflammatory,I-Drug
1691,170,Cicatricial,O
1692,170,meibomian,B-Condition
1693,170,gland,I-Condition
1694,170,dysfunction,I-Condition
1695,171,Meibomian,B-Condition
1696,171,Gland,I-Condition
1697,171,Dysfunction,I-Condition
1698,172,Eligible,B-Mood
1699,172,for,I-Mood
1700,172,heat,B-Procedure
1701,172,treatment,I-Procedure
1702,173,Ocular,O
1703,173,Surface,O
1704,173,Disease,O
1705,173,Index,O
1706,173,(,O
1707,173,OSDI,O
1708,173,),O
1709,173,>,O
1710,173,12,O
1711,174,Quality,O
1712,174,or,O
1713,174,expressibility,O
1714,174,score,O
1715,174,=,O
1716,174,20,O
1717,174,years,O
1718,174,old,O
1719,174,:,O
1720,174,>,O
1721,174,1,O
1722,174,or,O
1723,174,>,O
1724,174,20,O
1725,174,years,O
1726,174,old,O
1727,174,:,O
1728,174,=,O
1729,174,1,O
1730,175,Non,O
1731,175,-,O
1732,175,invasive,O
1733,175,tear,O
1734,175,film,O
1735,175,break,O
1736,175,-,O
1737,175,up,O
1738,175,time,O
1739,175,(,O
1740,175,NITBUT,O
1741,175,),O
1742,175,<,O
1743,175,10,O
1744,175,s,O
1745,175,in,O
1746,175,at,O
1747,175,least,O
1748,175,one,O
1749,175,eye,O
1750,176,Schirmer-1,O
1751,176,test,O
1752,176,>,O
1753,176,5,O
1754,176,mm,O
1755,176,after,O
1756,176,5,O
1757,176,min,O
1758,177,pregnancy,B-Condition
1759,178,menopause,B-Condition
1760,179,interstitial,B-Condition
1761,179,cystitis,I-Condition
1762,180,irritable,B-Condition
1763,180,bowel,I-Condition
1764,180,syndrome,I-Condition
1765,181,untreated,B-Condition
1766,181,vaginitis,I-Condition
1767,182,cervicitis,B-Condition
1768,183,pelvic,B-Condition
1769,183,inflammatory,I-Condition
1770,183,disease,I-Condition
1771,184,any,O
1772,184,other,O
1773,184,pelvic,B-Condition
1774,184,pathology,I-Condition
1775,184,causing,O
1776,184,pain,O
1777,185,concomitant,O
1778,185,physical,B-Procedure
1779,185,therapy,I-Procedure
1780,186,concomitant,O
1781,186,biofeedback,B-Procedure
1782,187,concomitant,O
1783,187,massage,B-Procedure
1784,188,additional,O
1785,188,acupuncture,B-Procedure
1786,189,women,B-Person
1787,189,previously,O
1788,189,diagnosed,O
1789,189,with,O
1790,189,generalized,B-Condition
1791,189,vulvodynia,I-Condition
1792,190,women,B-Person
1793,190,previously,O
1794,190,diagnosed,O
1795,190,with,O
1796,190,localized,B-Condition
1797,190,vestibulodynia,I-Condition
1798,190,",",O
1799,191,Patients,O
1800,191,with,O
1801,191,2,O
1802,191,or,O
1803,191,more,O
1804,191,doses,O
1805,191,of,O
1806,191,methylprednisolone,B-Drug
1807,191,/,O
1808,191,prednisone,B-Drug
1809,191,per,O
1810,191,day,O
1811,192,Steroids,B-Drug
1812,192,other,O
1813,192,than,O
1814,192,methylprednisolone,B-Drug
1815,192,or,O
1816,192,prednisone,B-Drug
1817,193,Pregnancy,B-Condition
1818,194,estimated,O
1819,194,glomerular,O
1820,194,filtration,O
1821,194,rate,O
1822,194,(,O
1823,194,eGFR,O
1824,194,),O
1825,194,<,O
1826,194,45,O
1827,194,ml,O
1828,194,/,O
1829,194,min/1.73m2,O
1830,195,Patients,O
1831,195,receiving,O
1832,195,once,O
1833,195,daily,O
1834,195,dosing,O
1835,195,of,O
1836,195,methylprednisolone,B-Drug
1837,195,or,O
1838,195,prednisone,B-Drug
1839,195,in,O
1840,195,a,O
1841,195,dose,O
1842,195,of,O
1843,195,10,O
1844,195,mg,O
1845,195,/,O
1846,195,day,O
1847,195,or,O
1848,195,greater,O
1849,196,Hyperglycemic,B-Condition
1850,196,(,O
1851,196,Glucose,O
1852,196,level,O
1853,196,>,O
1854,196,126,O
1855,196,mg,O
1856,196,/,O
1857,196,dL,O
1858,196,),O
1859,197,Diabetic,B-Condition
1860,197,and,O
1861,197,nondiabetic,B-Condition
1862,197,patients,O
1863,198,Expected,O
1864,198,duration,O
1865,198,of,O
1866,198,hospital,O
1867,198,stay,O
1868,198,and,O
1869,198,time,O
1870,198,on,O
1871,198,steroids,O
1872,198,>,O
1873,198,=,O
1874,198,3,O
1875,198,days,O
1876,199,Patient,O
1877,199,of,O
1878,199,appropriate,O
1879,199,caregiver,O
1880,199,able,O
1881,199,to,O
1882,199,give,O
1883,199,Informed,O
1884,199,Consent,O
1885,200,Unstable,B-Condition
1886,200,angina,I-Condition
1887,200,;,O
1888,201,Myocardial,B-Condition
1889,201,infarction,I-Condition
1890,201,and,O
1891,201,heart,B-Procedure
1892,201,surgery,I-Procedure
1893,201,up,O
1894,201,to,O
1895,201,three,O
1896,201,months,O
1897,201,before,O
1898,201,the,O
1899,201,survey,O
1900,201,;,O
1901,202,Chronic,B-Condition
1902,202,respiratory,I-Condition
1903,202,diseases,I-Condition
1904,202,;,O
1905,203,Hemodynamic,B-Condition
1906,203,instability,I-Condition
1907,203,;,O
1908,204,Trauma,B-Condition
1909,204,recent,O
1910,204,face,O
1911,204,",",O
1912,204,nausea,B-Condition
1913,204,and,O
1914,204,vomiting,B-Condition
1915,204,.,O
1916,205,Orthopedic,B-Condition
1917,205,and,O
1918,205,neurological,B-Condition
1919,205,diseases,I-Condition
1920,205,that,O
1921,205,may,O
1922,205,preclude,O
1923,205,the,O
1924,205,achievement,O
1925,205,of,O
1926,205,the,O
1927,205,cardiopulmonary,O
1928,205,test,O
1929,205,and,O
1930,205,Cardiac,O
1931,205,Rehabilitation,O
1932,205,exercises,O
1933,205,;,O
1934,206,Psychological,B-Condition
1935,206,and,I-Condition
1936,206,/,I-Condition
1937,206,or,I-Condition
1938,206,cognitive,I-Condition
1939,206,impairments,I-Condition
1940,206,that,O
1941,206,restrict,O
1942,206,them,O
1943,206,to,O
1944,206,respond,O
1945,206,to,O
1946,206,questionnaires,O
1947,206,;,O
1948,207,Diagnosis,O
1949,207,of,O
1950,207,Heart,B-Condition
1951,207,Failure,I-Condition
1952,207,;,O
1953,208,Lower,O
1954,208,left,O
1955,208,ventricular,O
1956,208,ejection,O
1957,208,fraction,O
1958,208,45,O
1959,208,%,O
1960,208,(,O
1961,208,LVEF,O
1962,208,<,O
1963,208,45,O
1964,208,%,O
1965,208,),O
1966,208,assessed,O
1967,208,by,O
1968,208,simple,O
1969,208,and,O
1970,208,recent,O
1971,208,echocardiogram,B-Procedure
1972,208,;,O
1973,209,Functional,O
1974,209,Class,O
1975,209,II,O
1976,209,and,O
1977,209,III,O
1978,209,by,O
1979,209,the,O
1980,209,New,O
1981,209,York,O
1982,209,Heart,O
1983,209,Association,O
1984,209,(,O
1985,209,NYHA,O
1986,209,),O
1987,210,Clinically,B-Condition
1988,210,stable,I-Condition
1989,210,;,O
1990,211,Ex,B-Condition
1991,211,-,I-Condition
1992,211,smokers,I-Condition
1993,211,over,O
1994,211,five,O
1995,211,years,O
1996,211,;,O
1997,212,Maximal,O
1998,212,inspiratory,O
1999,212,pressure,O
2000,212,(,O
2001,212,MIP,O
2002,212,),O
2003,212,<,O
2004,212,70,O
2005,212,%,O
2006,212,of,O
2007,212,predicted,O
2008,212,;,O
2009,213,Forced,O
2010,213,expiratory,O
2011,213,volume,O
2012,213,/,O
2013,213,Forced,O
2014,213,vital,O
2015,213,capacity,O
2016,213,(,O
2017,213,FEV1,O
2018,213,/,O
2019,213,FVC,O
2020,213,),O
2021,213,>,O
2022,213,70,O
2023,213,%,O
2024,213,of,O
2025,213,predicted,O
2026,213,;,O
2027,214,Contraindications,B-Condition
2028,214,for,O
2029,214,BB,B-Drug
2030,214,.,O
2031,215,Living,B-Observation
2032,215,in,O
2033,215,a,O
2034,215,nursing,O
2035,215,home,O
2036,215,.,O
2037,216,Life,B-Observation
2038,216,expectancy,I-Observation
2039,216,<,O
2040,216,6,O
2041,216,months,O
2042,216,.,O
2043,217,Unable,B-Condition
2044,217,to,I-Condition
2045,217,self,I-Condition
2046,217,-,I-Condition
2047,217,care,I-Condition
2048,217,or,O
2049,217,mental,B-Condition
2050,217,disease,I-Condition
2051,217,without,O
2052,217,caregiver,O
2053,217,.,O
2054,218,Unable,B-Condition
2055,218,to,O
2056,218,weight,B-Procedure
2057,219,Without,O
2058,219,phone,B-Observation
2059,220,Unable,B-Observation
2060,220,to,O
2061,220,go,B-Observation
2062,220,to,I-Observation
2063,220,clinic,I-Observation
2064,220,visit,I-Observation
2065,220,.,O
2066,221,Patient,O
2067,221,with,O
2068,221,"""",O
2069,221,de,O
2070,221,novo,O
2071,221,"""",O
2072,221,heart,B-Condition
2073,221,Failure,I-Condition
2074,221,and,O
2075,221,LVEF,O
2076,221,<,O
2077,221,=,O
2078,221,40,O
2079,221,%,O
2080,221,admitted,B-Procedure
2081,221,in,O
2082,221,hospital,O
2083,221,",",O
2084,221,without,O
2085,221,contraindications,B-Condition
2086,221,for,O
2087,221,BB,B-Drug
2088,221,prescription,O
2089,221,with,O
2090,221,cardiologist,O
2091,221,up,O
2092,221,-,O
2093,221,titration,O
2094,221,prescription,O
2095,221,and,O
2096,221,without,O
2097,221,having,O
2098,221,achieved,O
2099,221,BB,O
2100,221,target,O
2101,221,dose,O
2102,221,previous,O
2103,221,discharge,O
2104,221,and,O
2105,221,signing,O
2106,221,informed,O
2107,221,consent,O
2108,221,.,O
2109,222,Currently,O
2110,222,enrolled,O
2111,222,in,O
2112,222,",",O
2113,222,or,O
2114,222,discontinued,O
2115,222,within,O
2116,222,the,O
2117,222,last,O
2118,222,30,O
2119,222,days,O
2120,222,from,O
2121,222,",",O
2122,222,a,O
2123,222,clinical,O
2124,222,trial,O
2125,222,involving,O
2126,222,an,O
2127,222,off,O
2128,222,-,O
2129,222,label,O
2130,222,use,O
2131,222,of,O
2132,222,an,O
2133,222,investigational,O
2134,222,drug,O
2135,222,.,O
2136,223,Current,O
2137,223,Axis,O
2138,223,I,O
2139,223,primary,O
2140,223,psychiatric,B-Condition
2141,223,diagnosis,I-Condition
2142,223,other,O
2143,223,than,O
2144,223,major,B-Condition
2145,223,depressive,I-Condition
2146,223,disorder,I-Condition
2147,223,.,O
2148,224,Organic,B-Condition
2149,224,mental,I-Condition
2150,224,disease,I-Condition
2151,224,",",O
2152,224,including,O
2153,224,mental,B-Condition
2154,224,retardation,I-Condition
2155,224,.,O
2156,225,History,O
2157,225,of,O
2158,225,clinically,O
2159,225,significant,O
2160,225,disease,B-Condition
2161,225,",",O
2162,225,including,O
2163,225,any,O
2164,225,cardiovascular,B-Condition
2165,225,",",I-Condition
2166,225,hepatic,I-Condition
2167,225,",",I-Condition
2168,225,renal,I-Condition
2169,225,",",I-Condition
2170,225,respiratory,I-Condition
2171,225,",",I-Condition
2172,225,hematologic,I-Condition
2173,225,",",I-Condition
2174,225,endocrinologic,I-Condition
2175,225,",",I-Condition
2176,225,or,I-Condition
2177,225,neurologic,I-Condition
2178,225,disease,I-Condition
2179,225,",",O
2180,225,or,O
2181,225,clinically,O
2182,225,significant,O
2183,225,laboratory,B-Condition
2184,225,abnormality,I-Condition
2185,225,that,O
2186,225,is,O
2187,225,not,O
2188,225,stabilized,O
2189,225,or,O
2190,225,is,O
2191,225,anticipated,B-Mood
2192,225,to,I-Mood
2193,225,require,I-Mood
2194,225,treatment,B-Procedure
2195,225,during,O
2196,225,the,O
2197,225,study,O
2198,225,.,O
2199,226,Subjects,O
2200,226,receiving,O
2201,226,an,O
2202,226,investigational,O
2203,226,agent,O
2204,226,(,O
2205,226,including,O
2206,226,different,O
2207,226,formulation,O
2208,226,and,O
2209,226,generic,O
2210,226,agents,O
2211,226,of,O
2212,226,investigational,O
2213,226,drug,O
2214,226,),O
2215,226,in,O
2216,226,the,O
2217,226,previous,O
2218,226,3,O
2219,226,months,O
2220,226,prior,O
2221,226,to,O
2222,226,screening,O
2223,226,.,O
2224,227,Women,O
2225,227,in,O
2226,227,pregnancy,O
2227,227,or,O
2228,227,lactation,O
2229,227,",",O
2230,227,or,O
2231,227,female,O
2232,227,of,O
2233,227,child,O
2234,227,bearing,O
2235,227,potential,O
2236,227,without,O
2237,227,appropriate,O
2238,227,birth,O
2239,227,control,O
2240,227,measures,O
2241,227,.,O
2242,228,Use,O
2243,228,of,O
2244,228,antipsychotics,B-Drug
2245,228,or,O
2246,228,mood,B-Drug
2247,228,stabilizers,I-Drug
2248,228,within,O
2249,228,5,O
2250,228,days,O
2251,228,prior,O
2252,228,to,O
2253,228,screening,O
2254,228,.,O
2255,229,Has,O
2256,229,received,O
2257,229,depot,B-Drug
2258,229,antipsychotic,I-Drug
2259,229,medication,I-Drug
2260,229,within,O
2261,229,one,O
2262,229,cycle,O
2263,229,prior,O
2264,229,to,O
2265,229,screening,O
2266,229,.,O
2267,230,Known,O
2268,230,allergy,B-Condition
2269,230,or,O
2270,230,lack,B-Condition
2271,230,of,I-Condition
2272,230,response,I-Condition
2273,230,to,O
2274,230,mirtazapine,B-Drug
2275,230,.,O
2276,231,Has,O
2277,231,received,O
2278,231,ECT,B-Procedure
2279,231,or,O
2280,231,MECT,B-Procedure
2281,231,within,O
2282,231,3,O
2283,231,months,O
2284,231,prior,O
2285,231,to,O
2286,231,screening,O
2287,231,.,O
2288,232,History,O
2289,232,of,O
2290,232,anticholinergic,B-Drug
2291,232,drug,I-Drug
2292,232,allergy,B-Condition
2293,232,or,O
2294,232,complications,O
2295,232,(,O
2296,232,allergic,B-Condition
2297,232,reaction,I-Condition
2298,232,",",O
2299,232,skin,B-Condition
2300,232,rash,I-Condition
2301,232,",",O
2302,232,urticaria,B-Condition
2303,232,and,O
2304,232,other,O
2305,232,allergic,B-Condition
2306,232,reactions,I-Condition
2307,232,which,O
2308,232,caused,O
2309,232,by,O
2310,232,drugs,B-Drug
2311,232,),O
2312,232,.,O
2313,233,Smokers,B-Observation
2314,233,.,O
2315,234,Significant,O
2316,234,risk,B-Mood
2317,234,of,I-Mood
2318,234,suicidal,B-Observation
2319,234,and/or,I-Observation
2320,234,self,I-Observation
2321,234,-,I-Observation
2322,234,harm,I-Observation
2323,234,behaviors,I-Observation
2324,235,Has,O
2325,235,given,O
2326,235,written,O
2327,235,informed,O
2328,235,consent,O
2329,235,.,O
2330,236,Male,B-Person
2331,236,or,O
2332,236,female,B-Person
2333,236,outpatients,O
2334,236,aged,B-Person
2335,236,at,O
2336,236,least,O
2337,236,18,O
2338,236,years,O
2339,236,and,O
2340,236,not,O
2341,236,more,O
2342,236,than,O
2343,236,45,O
2344,236,years,O
2345,236,.,O
2346,237,Has,O
2347,237,a,O
2348,237,diagnosis,O
2349,237,of,O
2350,237,major,B-Condition
2351,237,depressive,I-Condition
2352,237,disorder,I-Condition
2353,237,by,O
2354,237,Diagnostic,O
2355,237,and,O
2356,237,Statistical,O
2357,237,Manual,O
2358,237,of,O
2359,237,Mental,O
2360,237,Disorders,O
2361,237,",",O
2362,237,Fourth,O
2363,237,Edition,O
2364,237,(,O
2365,237,DSM,O
2366,237,-,O
2367,237,IV,O
